# BLASTN 2.7.1+
# Query: k31_2 flag=1 multi=1.0000 len=529
# RID: UP21ETWS015
# Database: nt
# Fields: query id, subject id, % identity, query length, alignment length, mismatches
# 18 hits found
k31_2	gi|1195002889|gb|CP021244.1|	100.000	529	529	0
k31_2	gi|1195002889|gb|CP021244.1|	98.502	529	534	0
k31_2	gi|1195002886|gb|CP021241.1|	100.000	529	529	0
k31_2	gi|1195002886|gb|CP021241.1|	98.510	529	537	0
k31_2	gi|1195002884|gb|CP021239.1|	100.000	529	529	0
k31_2	gi|1195002884|gb|CP021239.1|	89.871	529	543	28
k31_2	gi|1059792510|gb|AH013361.2|	100.000	529	529	0
k31_2	gi|38146928|gb|AY437828.1|	100.000	529	529	0
k31_2	gi|38146920|gb|AY437822.1|	100.000	529	529	0
k31_2	gi|49644219|emb|CR382126.1|	100.000	529	529	0
k31_2	gi|49644219|emb|CR382126.1|	100.000	529	529	0
k31_2	gi|49644219|emb|CR382126.1|	89.655	529	87	7
k31_2	gi|49643087|emb|CR382125.1|	100.000	529	529	0
k31_2	gi|49643087|emb|CR382125.1|	88.372	529	473	21
k31_2	gi|49642208|emb|CR382124.1|	100.000	529	529	0
k31_2	gi|49642208|emb|CR382124.1|	100.000	529	529	0
k31_2	gi|49641331|emb|CR382123.1|	100.000	529	529	0
k31_2	gi|49641331|emb|CR382123.1|	100.000	529	529	0
# BLAST processed 1 queries
