13,79110654,1
13,79110655,1
13,79110656,1
13,79110657,1
13,79110658,1
13,79110659,1
13,79110660,1
13,79110661,1
13,79110662,1
13,79110663,1
13,79110664,1
13,79110665,1
13,79110666,1
13,79110667,1
13,79110668,1
13,79110669,1
13,79110670,1
13,79110671,1
13,79110672,1
13,79110673,1
13,79110674,1
13,79110675,1
13,79110676,1
13,79110677,1
13,79110678,1
13,79110679,1
13,79110680,1
13,79110681,1
13,79110682,1
13,79110683,1
13,79110684,1
13,79110685,1
13,79110686,1
13,79110687,1
13,79110688,1
13,79110689,1
